indicator_id,period,period_end,value,unit,value_text,source_name,source_url,notes
BIO_VC_USD_PITCHBOOK,2025-Q3,2025-09-30,6.8,USD_bn,,PitchBook Q3 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q3-2025-biopharma-vc-trends,'Muted' quarter. Record-low 14% of deals at seed stage.
BIO_VC_USD_PITCHBOOK,2025-Q4,2025-12-31,10.1,USD_bn,,PitchBook Q1 2026 Biopharma VC Trends,https://pitchbook.com/news/reports/q1-2026-biopharma-vc-trends,Prior-quarter comparison cited in the Q1 2026 report.
BIO_VC_USD_PITCHBOOK,2026-Q1,2026-03-31,7.2,USD_bn,,PitchBook Q1 2026 Biopharma VC Trends,https://pitchbook.com/news/reports/q1-2026-biopharma-vc-trends,Down from $10.1bn in Q4 2025. Later-stage $4.5bn over 51 deals (highest Q1 in recent years). Cell & gene therapy deal value -22.5% YoY.
BIO_VC_USD_PITCHBOOK,2026-Q2,2026-06-30,10,USD_bn,topped $10bn (floor; exact figure not in summary),PitchBook Q2 2026 Biopharma Report,https://pitchbook.com/news/reports/q2-2026-biopharma-report-funding-tops-10-billion-with-record-exits,PRIMARY VC SERIES. PitchBook biopharma VC deal value as first reported. Only the 3rd quarter above $10bn since early 2022. Isomorphic Labs $2.1bn Series B = ~20% of total. Early-stage share of deal value tracking toward record low. Report language references US biopharma but US-only scope not confirmed.
BIO_VC_USD_PITCHBOOK_FY,2020,2020-12-31,28.2,USD_bn,prior record year,PitchBook,https://pitchbook.com/news/articles/pharma-biotech-vc-startup-funding-slows,Same caveat as the 2021 row.
BIO_VC_USD_PITCHBOOK_FY,2021,2021-12-31,38,USD_bn,record,PitchBook,https://pitchbook.com/news/articles/pharma-biotech-vc-startup-funding-slows,"Summary wording: 'record VC fundraising... $38bn' per PitchBook data. Attribution to this URL probable. Confirm this is deal value, not fund-raising."
BIO_VC_USD_PITCHBOOK_FY,2022,2022-12-31,36.7,USD_bn,,BioSpace (citing PitchBook),https://www.biospace.com/biopharma-funding-deals-fall-sharply-in-2023-in-strategic-shift-in-investment-pitchbook,Given as the prior-year comparison to 2023. Another summary gave $36.9bn for 2022 (source not identifiable); treat as a revision range.
BIO_VC_USD_PITCHBOOK_FY,2023,2023-12-31,29.9,USD_bn,,Fierce Biotech (citing PitchBook),https://www.fiercebiotech.com/biotech/biopharma-vc-slips-last-years-q4-and-where-investors-are-likely-place-future-bets-pitchbook,Described as a 'pivotal recalibration'.
BIO_VC_USD_PITCHBOOK_FY,2024,2024-12-31,31.9,USD_bn,,BioSpace (citing PitchBook),https://www.biospace.com/business/early-stage-biotechs-suffer-in-2025-as-vc-shuns-risk-pitchbook,Attribution to this URL probable. A separate summary of PitchBook's Q4 2024 Modalities report cites '$32.1bn (+20%)' with an unclear period; not recorded as a row.
BIO_VC_USD_PITCHBOOK_FY,2025,2025-12-31,33.8,USD_bn,,PitchBook Q4 2025 Biopharma VC Trends,https://pitchbook.com/news/reports/q4-2025-biopharma-vc-trends,Second straight annual rise. First-reported quarters do not sum to this total because of revisions.
BIO_VC_USD_SYNBIOBETA,2026-Q2,2026-06-30,34.3,USD_bn,best quarter in almost two years; 4th straight quarter of growth,SynBioBeta,https://www.synbiobeta.com/read/quarterly-biotech-funding-continues-upward-in-q2-of-2026-trend-with-4th-straight-quarter-of-growth,"LOW CONFIDENCE. Broad 'biotech' funding, likely global and possibly including non-venture or non-therapeutics money. Attribution inferred from the result list. NOT comparable to the biopharma VC series."
BIO_XBI_LEVEL,2026-09-22,2026-09-22,161.87,price_usd,close; +2.30% (+$3.64) on the day,StockAnalysis,https://stockanalysis.com/etf/xbi/,Attribution probable. Near its 52-week high.
BIO_XBI_REF_LEVEL,2021-HIGH,2021-12-31,174.79,price_usd,2021 high (reference level being approached),StockAnalysis / Yahoo (attribution unverified),https://stockanalysis.com/etf/xbi/,"The date within 2021 was not given, so period_end is a placeholder."
BIO_XBI_REF_LEVEL,52W-HIGH-to-2026-09-22,2026-09-22,165.71,price_usd,52-week high,StockAnalysis,https://stockanalysis.com/etf/xbi/,
BIO_XBI_REF_LEVEL,52W-LOW-to-2026-09-22,2026-09-22,84.39,price_usd,52-week low,StockAnalysis,https://stockanalysis.com/etf/xbi/,
BIO_XBI_RETURN_FY,2019,2019-12-31,32.56,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,"Calendar-year total return. The 2019-2025 figures came from one summary drawing on FinanceCharts, YCharts and KoalaGains pages; verify against SSGA."
BIO_XBI_RETURN_FY,2020,2020-12-31,48.33,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_FY,2021,2021-12-31,-20.45,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_FY,2022,2022-12-31,-25.87,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_FY,2023,2023-12-31,7.60,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_FY,2024,2024-12-31,1.01,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_FY,2025,2025-12-31,35.89,pct,,FinanceCharts (XBI total return),https://www.financecharts.com/etfs/XBI/performance/total-return,
BIO_XBI_RETURN_TTM,TTM-2026-04,2026-04-02,40.80,pct,trailing 1-yr return (category average 19.35%),24/7 Wall St.,https://247wallst.com/investing/2026/04/07/xbi-vs-ibb-the-biotech-etf-showdown-that-analysts-say-has-a-clear-winner-in-2026/,
BIO_XBI_RETURN_TTM,TTM-2026-09,2026-09-22,83.00,pct,12-month price change,StockAnalysis,https://stockanalysis.com/etf/xbi/,Attribution probable. Results also included Yahoo and Investing.com.
BIO_XBI_RETURN_YTD,2026-YTD-Mar,2026-03-05,1.62,pct,YTD daily total return as of 2026-03-05,YCharts,https://ycharts.com/companies/XBI,Early-2026 snapshot only. September 2026 YTD not captured.
CRO_COMMENTARY,2025-Q4,2025-12-31,,text,Q4 bookings led by small/mid biotech after funding constraints eased; global biopharma bookings also up; return to DSA revenue growth expected in 2H26,Charles River Q4 2025 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-14,Released 2026-02-18
CRO_COMMENTARY,2026-Q1,2026-03-31,,text,Proposal volumes up high single digits y/y in both global biopharma and biotech; proposals up sequentially three quarters running; bookings led by small/mid biotech,Charles River Q1 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/05/07/charles-river-crl-q1-2026-earnings-transcript/,Call 2026-05-07; cancellation data not surfaced
CRO_COMMENTARY,2026-Q2,2026-06-30,,text,"Broad-based bookings improvement across global biopharma and small/mid biotech; another strong rise in proposals; management 'cautiously optimistic', citing stronger biotech funding; recovery expected to be gradual",Charles River Q2 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/08/12/charles-river-laboratories-crl-q2-2026-earnings-call-transcript/,Call 2026-08-05
CRO_COMMENTARY,2026-09-14,2026-09-14,,text,Morgan Stanley conf: DSA showing clearest improvement; RMS mixed; Manufacturing high-margin; 'inflection point' with better financial performance starting 2H26,Investing.com (CRL at Morgan Stanley conference),https://www.investing.com/news/transcripts/charles-river-laboratories-at-morgan-stanley-conference-growth-inflection-seen-93CH-4899952,Aggregator summary of the conference transcript
CRO_CRL_DSA_BACKLOG,2021-Q1,2021-03-27,,USD_bn,Backlog up more than 75% y/y and more than 15% since year-end 2020,Charles River Q1 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2021-results,Dollar amount not stated; period_end is approximate fiscal quarter end
CRO_CRL_DSA_BACKLOG,2021-Q4,2021-12-25,2.4,USD_bn,,Charles River Form 10-K FY2021 (SEC),https://www.sec.gov/Archives/edgar/data/1100682/000110068222000007/crl-20211225.htm,"'Approximately $2.4B as of Dec 25 2021' per the search summary of the 10-K; low confidence, check against the filing"
CRO_CRL_DSA_BACKLOG,2022-Q4,2022-12-31,3.15,USD_bn,,Zacks via Yahoo Finance (CRL Gains From CRADL Amid Soft Market),https://finance.yahoo.com/news/charles-river-crl-gains-cradl-154000214.html,Year-end 2022 peak; another summary citing the FY2023 10-K gives ~$3.1B
CRO_CRL_DSA_BACKLOG,2023-Q3,2023-09-30,2.6,USD_bn,,Zacks via Yahoo Finance (CRL Gains From CRADL Amid Soft Market),https://finance.yahoo.com/news/charles-river-crl-gains-cradl-154000214.html,Given as the prior-quarter comparison for Q4 2023
CRO_CRL_DSA_BACKLOG,2023-Q4,2023-12-30,2.45,USD_bn,,Zacks via Yahoo Finance (CRL Gains From CRADL Amid Soft Market),https://finance.yahoo.com/news/charles-river-crl-gains-cradl-154000214.html,"Aggregator restating the Q4 2023 call; FY2023 10-K says ~$2.5B as of Dec 30 2023 (https://www.sec.gov/Archives/edgar/data/1100682/000110068224000007/crl-20231230.htm), rounding difference"
CRO_CRL_DSA_BACKLOG,2024-Q1,2024-03-31,2.35,USD_bn,,Charles River Q1 2024 call transcript (Yahoo Finance),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-200621197.html,Down from 2.45 at year-end 2023
CRO_CRL_DSA_BACKLOG,2024-Q2,2024-06-30,2.16,USD_bn,,Charles River Q3 2024 call transcript (Insider Monkey),https://www.insidermonkey.com/blog/charles-river-laboratories-international-inc-nysecrl-q3-2024-earnings-call-transcript-1387498/,Given as the prior-quarter comparison on the Q3 2024 call
CRO_CRL_DSA_BACKLOG,2024-Q3,2024-09-30,2.12,USD_bn,,Charles River Q3 2024 call transcript (Insider Monkey),https://www.insidermonkey.com/blog/charles-river-laboratories-international-inc-nysecrl-q3-2024-earnings-call-transcript-1387498/,Down from 2.16 at end of Q2 2024
CRO_CRL_DSA_BACKLOG,2024-Q4,2024-12-31,1.97,USD_bn,,Charles River 4Q 2024 results & 2025 guidance slides (IR),https://ir.criver.com/static-files/47caeefb-ce8c-4004-af56-b6366e812bc1,Down from 2.12 at end of Q3 2024
CRO_CRL_DSA_BACKLOG,2025-Q1,2025-03-31,1.99,USD_bn,,Charles River Q2 2025 earnings summary (VectorShift),https://vectorshift.ai/research/companies/charles-river-laboratories-international/earnings/2025-q2-summary,Given as the prior-quarter comparison in Q2 2025 commentary
CRO_CRL_DSA_BACKLOG,2025-Q2,2025-06-30,1.93,USD_bn,,Charles River Q2 2025 earnings summary (VectorShift),https://vectorshift.ai/research/companies/charles-river-laboratories-international/earnings/2025-q2-summary,Down slightly from 1.99
CRO_CRL_DSA_BACKLOG,2025-Q3,2025-09-30,1.80,USD_bn,,Charles River Q3 2025 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2025/11/06/charles-river-crl-q3-2025-earnings-transcript/,Stated as $1.8B (down from $1.93B at end of June); Q4 2025 materials cite $1.80B
CRO_CRL_DSA_BACKLOG,2025-Q4,2025-12-31,1.86,USD_bn,,Charles River Q4 2025 call highlights (Yahoo Finance/GuruFocus),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-210640452.html,Up from 1.80 at end of Q3 2025
CRO_CRL_DSA_BACKLOG,2026-Q1,2026-03-31,1.92,USD_bn,,Charles River Q1 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/05/07/charles-river-crl-q1-2026-earnings-transcript/,Slight sequential increase
CRO_CRL_DSA_BACKLOG,2026-Q2,2026-06-30,1.97,USD_bn,,Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Up from 1.92 in Q1 2026
CRO_CRL_DSA_BTB,2024-Q1,2024-03-31,,ratio,Below 1x but improved slightly on lower cancellations; gross bookings stable above 1x,Charles River Q1 2024 call transcript (Yahoo Finance),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-200621197.html,Exact ratio not found
CRO_CRL_DSA_BTB,2024-Q3,2024-09-30,,ratio,Below 1x; net book-to-bill and cancellation rate improved,Charles River Q3 2024 call transcript (Insider Monkey),https://www.insidermonkey.com/blog/charles-river-laboratories-international-inc-nysecrl-q3-2024-earnings-call-transcript-1387498/,Exact ratio not found
CRO_CRL_DSA_BTB,2024-Q4,2024-12-31,,ratio,Below 1x; stable vs Q3 2024; global biopharma and small/mid biotech in similar range,Charles River Q4 2024 call highlights (Yahoo Finance),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-070457319.html,Exact ratio not found
CRO_CRL_DSA_BTB,2025-Q1,2025-03-31,1.04,ratio,,Charles River Q1 2025 call highlights (Yahoo Finance),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-071840000.html,First time above 1x since 2H 2022; stronger large-pharma bookings and fewer cancellations
CRO_CRL_DSA_BTB,2025-Q2,2025-06-30,0.82,ratio,,Charles River Q2 2025 earnings call transcript (Investing.com),https://www.investing.com/news/transcripts/earnings-call-transcript-charles-river-labs-q2-2025-beats-eps-forecasts-93CH-4198968,"Cancellations up in both client segments to 2024-like levels, concentrated in longer-term post-IND work; 1H25 BTB highest since 2022"
CRO_CRL_DSA_BTB,2025-Q3,2025-09-30,0.82,ratio,,Charles River Q3 2025 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2025/11/06/charles-river-crl-q3-2025-earnings-transcript/,Same as Q2 2025; cancellations down across client base
CRO_CRL_DSA_BTB,2025-Q4,2025-12-31,1.12,ratio,,Charles River Q4 2025 call highlights (Yahoo Finance/GuruFocus),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-210640452.html,Preliminary ~1.1x given Jan 2026 (panabee.com: 'Charles River DSA Demand Improves with 1.1x Q4 Book-to-Bill'); improvement led by small/mid biotech
CRO_CRL_DSA_BTB,2026-Q1,2026-03-31,1.04,ratio,,Charles River Q1 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/05/07/charles-river-crl-q1-2026-earnings-transcript/,
CRO_CRL_DSA_BTB,2026-Q2,2026-06-30,1.19,ratio,,Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Third straight quarter above 1x; highest in nearly 4 years; also in Q2 2026 call transcript
CRO_CRL_DSA_NET_BOOKINGS,2025-Q1,2025-03-31,616,USD_mn,,Charles River Q1 2025 call highlights (Yahoo Finance),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-071840000.html,Up more than 20% y/y and sequentially
CRO_CRL_DSA_NET_BOOKINGS,2025-Q2,2025-06-30,506,USD_mn,,Charles River Q2 2025 earnings call transcript (Investing.com),https://www.investing.com/news/transcripts/earnings-call-transcript-charles-river-labs-q2-2025-beats-eps-forecasts-93CH-4198968,
CRO_CRL_DSA_NET_BOOKINGS,2025-Q3,2025-09-30,494,USD_mn,,Charles River Q3 2025 earnings call transcript (Investing.com),https://www.investing.com/news/transcripts/earnings-call-transcript-charles-river-labs-q3-2025-beats-earnings-stock-falls-93CH-4334516,Down slightly from Q2 2025
CRO_CRL_DSA_NET_BOOKINGS,2025-Q4,2025-12-31,665,USD_mn,,Charles River Q4 2025 call highlights (Yahoo Finance/GuruFocus),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-210640452.html,
CRO_CRL_DSA_NET_BOOKINGS,2026-Q1,2026-03-31,622,USD_mn,,Charles River Q1 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/05/07/charles-river-crl-q1-2026-earnings-transcript/,Driven by small/mid biotech
CRO_CRL_DSA_NET_BOOKINGS,2026-Q2,2026-06-30,701,USD_mn,,Charles River Q2 2026 earnings call transcript (Motley Fool),https://www.fool.com/earnings/call-transcripts/2026/08/12/charles-river-laboratories-crl-q2-2026-earnings-call-transcript/,Up 12.6% sequentially; broad-based across global biopharma and small/mid biotech
CRO_CRL_DSA_ORGANIC,2021-Q1,2021-03-27,11.6,pct,,Charles River Q1 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2021-results,period_end approximate
CRO_CRL_DSA_ORGANIC,2021-Q2,2021-06-26,18.1,pct,,Charles River Q2 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-second-quarter-2021-results,Includes small benefit from easy COVID-19 comparison; period_end approximate
CRO_CRL_DSA_ORGANIC,2021-Q3,2021-09-25,13.0,pct,,Charles River Q3 2021 earnings release (Business Wire),https://www.businesswire.com/news/home/20211103005133/en/Charles-River-Laboratories-Announces-Third-Quarter-2021-Results,Biotech clients the main driver; period_end approximate
CRO_CRL_DSA_ORGANIC,2021-Q4,2021-12-25,6.7,pct,,Charles River Q4 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-10,Fiscal quarter end
CRO_CRL_DSA_ORGANIC,2022-Q1,2022-03-26,9.5,pct,,Charles River Q1 2022 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2022-results/,period_end approximate (fiscal quarter)
CRO_CRL_DSA_ORGANIC,2022-Q3,2022-09-30,20.8,pct,,Charles River Q3 2022 earnings release (Business Wire),https://www.businesswire.com/news/home/20221101006331/en/Charles-River-Laboratories-Announces-Third-Quarter-2022-Results,Price increases plus higher study volume
CRO_CRL_DSA_ORGANIC,2023-Q1,2023-03-31,23.6,pct,,Charles River Q1 2023 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2023-results,"Summary says '23.6% driven principally by Safety Assessment', which reads as the DSA segment line; confirm it is not consolidated"
CRO_CRL_DSA_ORGANIC,2023-Q2,2023-06-30,11.7,pct,,Charles River Q2 2023 earnings release (Business Wire),https://www.businesswire.com/news/home/20230809025737/en/Charles-River-Laboratories-Announces-Second-Quarter-2023-Results,Higher pricing and study volume
CRO_CRL_DSA_ORGANIC,2023-Q3,2023-09-30,5.3,pct,,Charles River Q3 2023 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-third-quarter-2023-results,Safety Assessment-driven
CRO_CRL_DSA_ORGANIC,2024-Q1,2024-03-31,-8.7,pct,,Charles River Q1 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000014/crl1q24earningsrelease.htm,
CRO_CRL_DSA_ORGANIC,2024-Q2,2024-06-30,-5.0,pct,,Charles River Q2 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000025/crl2q24earningsrelease.htm,
CRO_CRL_DSA_ORGANIC,2024-Q3,2024-09-30,-7.4,pct,,Charles River Q3 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000033/crl3q24earningsrelease.htm,
CRO_CRL_DSA_ORGANIC,2024-Q4,2024-12-31,-3.5,pct,,Charles River Q4 2024 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-13,
CRO_CRL_DSA_ORGANIC,2025-Q1,2025-03-31,-1.4,pct,,Charles River Q1 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000019/crl1q25earningsrelease.htm,
CRO_CRL_DSA_ORGANIC,2025-Q2,2025-06-30,-2.4,pct,,Charles River Q2 2025 earnings summary (VectorShift),https://vectorshift.ai/research/companies/charles-river-laboratories-international/earnings/2025-q2-summary,Aggregator; primary release not surfaced in the search results
CRO_CRL_DSA_ORGANIC,2025-Q3,2025-09-30,-3.1,pct,,Charles River Q3 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000041/crl3q25earningsrelease.htm,
CRO_CRL_DSA_ORGANIC,2025-Q4,2025-12-31,-3.3,pct,,Charles River Q4 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068226000020/crl4q25earningsrelease.htm,Lower discovery and regulated safety assessment volume
CRO_CRL_DSA_ORGANIC,2026-Q1,2026-03-31,-1.4,pct,,Charles River Q1 2026 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2026-results,Lower discovery revenue partly from site consolidation
CRO_CRL_DSA_ORGANIC,2026-Q2,2026-06-30,0.2,pct,,Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Higher regulated safety assessment study volume
CRO_CRL_DSA_ORGANIC_FY,2025,2025-12-31,-2.6,pct,,StocksFoundry (Q4 2025/2026 guidance article),https://www.stocksfoundry.com/articles/charles-river-laboratories-guides-to-subdued-2026-as-dsa-recovery-pushes-to-second-half-20260218,Full-year fiscal 2025 DSA organic
CRO_CRL_GUIDANCE,2026,2026-12-31,0.5,pct,Organic revenue growth 0.0% to 1.0% (latest; raised 2026-08-05); DSA raised to low-single-digit organic growth; Manufacturing low-to-mid single digit,Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Midpoint up 150bp; non-GAAP EPS guidance up $0.25 at midpoint
CRO_CRL_GUIDANCE,2026,2026-12-31,-1.0,pct,Organic revenue -1.5% to -0.5% (prior outlook before 2026-08-05),Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Superseded. Feb-2026 DSA outlook was 'slightly positive to low-single-digit decline' (stocksfoundry.com); exact Feb-18 consolidated range not clearly surfaced
CRO_CRL_GUIDANCE,2026,2026-12-31,,pct,Jan-2026 preliminary: top end of 2026 organic growth ranges at least flat for consolidated and DSA; return to growth in 2H26,Charles River 8-K business update (Jan 13 2026),https://www.sec.gov/Archives/edgar/data/1100682/000162828026001905/crl-20260113.htm,Superseded
CRO_CRL_RMS_ORGANIC,2022-Q1,2022-03-26,8.7,pct,,Charles River Q1 2022 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2022-results/,Extra history; period_end approximate
CRO_CRL_RMS_ORGANIC,2024-Q1,2024-03-31,3.3,pct,,Charles River Q1 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000014/crl1q24earningsrelease.htm,Noveprim added 7.6pt to reported
CRO_CRL_RMS_ORGANIC,2024-Q2,2024-06-30,-3.9,pct,,Charles River Q2 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000025/crl2q24earningsrelease.htm,Lower China NHP revenue
CRO_CRL_RMS_ORGANIC,2024-Q3,2024-09-30,0.6,pct,,Charles River Q3 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000033/crl3q24earningsrelease.htm,Small-model pricing; Noveprim added 4.9pt to reported
CRO_CRL_RMS_ORGANIC,2024-Q4,2024-12-31,-0.4,pct,,Charles River Q4 2024 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-13,Reported +4.3% including acquisition; lower services/Cell Solutions/China NHP
CRO_CRL_RMS_ORGANIC,2025-Q1,2025-03-31,-2.5,pct,,Charles River Q1 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000019/crl1q25earningsrelease.htm,
CRO_CRL_RMS_ORGANIC,2025-Q2,2025-06-30,2.3,pct,,Charles River Q2 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000032/crl2q25earningsrelease.htm,Large models plus GEMS/Insourcing services
CRO_CRL_RMS_ORGANIC,2025-Q3,2025-09-30,6.5,pct,,Charles River Q3 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000041/crl3q25earningsrelease.htm,Large research model (NHP-type) products
CRO_CRL_RMS_ORGANIC,2025-Q4,2025-12-31,-0.9,pct,,Charles River Q4 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068226000020/crl4q25earningsrelease.htm,Lower large models and North America small models; offset by services/China/Europe small models
CRO_CRL_RMS_ORGANIC,2026-Q1,2026-03-31,-5.5,pct,,Charles River Q1 2026 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2026-results,Lower North America small models and large models
CRO_CRL_RMS_ORGANIC,2026-Q2,2026-06-30,-1.4,pct,,Charles River Q2 2026 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/0001100682/000110068226000115/crl2q26earningsrelease.htm,Lower North America small research models and model services
CRO_CRL_TOTAL_ORGANIC,2021-Q1,2021-03-27,13.0,pct,,Charles River Q1 2021 earnings release (Europ. Pharma Review / IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2021-results,period_end approximate
CRO_CRL_TOTAL_ORGANIC,2021-Q2,2021-06-26,24.1,pct,,Charles River Q2 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-second-quarter-2021-results,period_end approximate
CRO_CRL_TOTAL_ORGANIC,2021-Q4,2021-12-25,10.5,pct,,Charles River Q4 2021 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-10,COVID-19 comparison added 0.5pt
CRO_CRL_TOTAL_ORGANIC,2022-Q1,2022-03-26,9.4,pct,,Charles River Q1 2022 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2022-results/,period_end approximate
CRO_CRL_TOTAL_ORGANIC,2023-Q2,2023-06-30,11.2,pct,,Charles River Q2 2023 earnings release (Business Wire),https://www.businesswire.com/news/home/20230809025737/en/Charles-River-Laboratories-Announces-Second-Quarter-2023-Results,
CRO_CRL_TOTAL_ORGANIC,2024-Q1,2024-03-31,-3.3,pct,,Charles River Q1 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000014/crl1q24earningsrelease.htm,
CRO_CRL_TOTAL_ORGANIC,2024-Q2,2024-06-30,-3.2,pct,,Charles River Q2 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000025/crl2q24earningsrelease.htm,
CRO_CRL_TOTAL_ORGANIC,2024-Q3,2024-09-30,-2.7,pct,,Charles River Q3 2024 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068224000033/crl3q24earningsrelease.htm,
CRO_CRL_TOTAL_ORGANIC,2024-Q4,2024-12-31,-1.8,pct,,Charles River Q4 2024 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-fourth-quarter-and-full-13,
CRO_CRL_TOTAL_ORGANIC,2025-Q1,2025-03-31,-1.8,pct,,Charles River Q1 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000019/crl1q25earningsrelease.htm,All three segments declined
CRO_CRL_TOTAL_ORGANIC,2025-Q2,2025-06-30,-0.5,pct,,Charles River Q2 2025 earnings summary (VectorShift),https://vectorshift.ai/research/companies/charles-river-laboratories-international/earnings/2025-q2-summary,Aggregator
CRO_CRL_TOTAL_ORGANIC,2025-Q3,2025-09-30,-1.6,pct,,Charles River Q3 2025 earnings release (8-K),https://www.sec.gov/Archives/edgar/data/1100682/000110068225000041/crl3q25earningsrelease.htm,
CRO_CRL_TOTAL_ORGANIC,2025-Q4,2025-12-31,-2.6,pct,,Charles River Q4 2025 call highlights (Yahoo Finance/GuruFocus),https://finance.yahoo.com/news/charles-river-laboratories-international-inc-210640452.html,
CRO_CRL_TOTAL_ORGANIC,2026-Q1,2026-03-31,-1.5,pct,,Charles River Q1 2026 earnings release (IR),https://ir.criver.com/news-releases/news-release-details/charles-river-laboratories-announces-first-quarter-2026-results,
